longitude,latitude,housing_median_age,median_income,median_house_value
-119.08,35.42,10,5.5261,132000
-119.07,35.42,19,2.6812,107600
-119.09,35.41,12,5.6235,130600
-119.11,35.42,52,10.0263,200000
-119.09,35.43,28,4.8571,237500
-119.05,35.4,18,3.8611,126400
-119.08,35.39,10,5.575,132200
-119.01,35.4,11,1.7109,44600
-119.01,35.39,29,1.8289,59400
-119.01,35.38,36,1.4427,50600
-119.02,35.39,30,1.3527,60000
-118.99,35.4,43,4.0208,90400
-118.99,35.4,48,3.5714,84600
-119,35.4,44,4.3906,93900
-119,35.39,42,3.7708,79400
-119,35.39,51,2.8295,72100
-118.97,35.41,36,3.996,85500
-118.97,35.4,34,3.1906,76200
-118.98,35.4,34,2.8393,69800
-118.98,35.4,36,2.9821,73100
-118.98,35.4,36,3.4205,76600
-118.98,35.41,36,3.875,94500
-118.96,35.4,28,3.2325,89000
-118.96,35.41,29,2.947,87100
-118.95,35.4,23,3.6875,101700
-118.96,35.4,27,3.5524,89100
-118.96,35.39,23,3.1297,79000
-118.96,35.38,34,3.6734,92900
-118.95,35.38,35,3.5938,95200
-118.96,35.38,41,3.0568,85600
-118.94,35.38,26,3.7533,87000
-118.95,35.38,30,3.725,83100
-118.92,35.38,33,3.8307,70600
-118.95,35.41,21,3.875,99500
-118.94,35.4,14,4.2214,104600
-118.94,35.39,27,5.4592,139100
-118.94,35.39,13,7.7751,194100
-118.9,35.41,6,3.0938,100800
-118.94,35.41,10,6.3639,143000
-118.91,35.4,10,2.569,113000
-118.87,35.37,14,3.5441,87000
-118.91,35.37,32,3.3462,67600
-118.88,35.34,20,2.1111,105300
-118.92,35.37,17,2.4919,75700
-118.93,35.37,34,2.6903,62800
-118.94,35.37,33,2.0643,57600
-118.94,35.37,23,1.8523,59700
-118.95,35.37,34,2.1588,61300
-118.94,35.37,37,2.875,57400
-118.95,35.37,37,1.6728,55400
-118.96,35.37,41,1.7467,52400
-118.96,35.37,40,1.365,54300
-118.97,35.39,38,2.774,59500
-118.97,35.38,32,1.625,46800
-118.98,35.38,39,1.0648,50000
-118.97,35.38,42,0.9951,48000
-118.97,35.37,41,1.8819,58000
-118.97,35.38,35,1.375,57500
-118.99,35.38,26,1.4024,51000
-118.99,35.38,30,1.3451,57500
-118.98,35.39,22,1.4146,49100
-118.98,35.38,24,1.4786,54800
-118.98,35.38,34,1.625,50800
-118.98,35.38,28,0.8639,49400
-118.99,35.39,39,1.6009,48800
-118.99,35.39,36,1.8319,55400
-118.99,35.39,52,2.5083,70100
-118.98,35.39,29,1.1875,50700
-118.98,35.39,32,1.2618,46900
-119,35.37,41,2.2212,55500
-118.99,35.37,36,1.4773,57400
-118.99,35.37,38,1.7292,58100
-118.98,35.37,35,1.1638,57900
-118.97,35.37,52,1.4125,42500
-119.01,35.38,44,1.1944,57500
-119.01,35.38,52,1.075,67500
-119.01,35.37,35,1.9125,47500
-119.01,35.37,44,1.4779,66000
-119.02,35.38,52,0.8054,60000
-119.02,35.38,48,1.1875,63800
-119.02,35.39,52,2.0455,72500
-119.01,35.37,45,1.7321,84400
-119.03,35.38,38,3,91800
-119.03,35.38,52,2.7312,147100
-119.03,35.37,52,1.6786,126600
-119.04,35.37,44,2.875,82700
-119.03,35.39,28,2.9821,118700
-119.04,35.36,36,1.8362,66900
-119.05,35.36,30,3.6548,84700
-119.05,35.36,16,3.3261,118400
-119.07,35.36,19,4.6705,110700
-119.08,35.36,12,4.5791,123400
-119.06,35.36,9,4.3482,95200
-119.03,35.37,42,2.6513,72300
-119.03,35.36,41,3.9097,81300
-119.04,35.36,40,3.0435,69500
-119.04,35.37,46,2.1818,75300
-119.02,35.37,44,1.7213,61600
-119.02,35.36,48,2.2827,70000
-119.02,35.36,47,2.5062,73700
-119.03,35.36,41,1.9671,76800
-119.01,35.37,38,1.8801,57800
-119.01,35.36,38,1.6797,60700
-119.01,35.36,36,1.2157,57000
-119.01,35.36,24,1.056,51600
-119.01,35.37,33,1.2469,46700
-119,35.36,40,0.9407,43600
-119,35.36,39,1.25,42500
-119,35.35,35,1.4015,48700
-119,35.36,35,1.7375,48600
-118.98,35.37,36,0.9675,47100
-118.98,35.36,29,1.6981,49400
-118.98,35.36,15,1.2617,42700
-118.99,35.36,18,1.1136,47800
-118.99,35.36,31,1.2232,49300
-118.94,35.36,19,3.1281,76200
-118.95,35.36,30,2.1078,54700
-118.96,35.37,32,1.9612,53400
-118.96,35.36,35,2.4848,54000
-118.97,35.37,34,1.7197,48900
-118.97,35.36,31,1.5743,46700
-118.95,35.32,29,3.2738,78700
-118.98,35.35,21,1.7614,33200
-118.99,35.35,27,1.6632,49800
-118.99,35.33,36,1.6786,52900
-118.99,35.32,26,0.9288,36600
-119,35.35,31,2.2155,62100
-118.99,35.35,32,1.1786,45600
-119.01,35.35,34,2.1875,58000
-119.01,35.34,44,3.0208,63700
-119.02,35.35,42,1.983,63300
-119.01,35.35,39,1.9125,57900
-119.02,35.35,38,2.2407,76000
-119.02,35.34,38,2.3125,65800
-119.03,35.34,36,2.7256,71900
-119.03,35.35,34,2.6875,73700
-119.04,35.35,31,2.5644,73000
-119.04,35.35,27,3.1753,85000
-119.06,35.35,20,2.575,69900
-119.05,35.34,14,2.6637,175000
-119.05,35.33,18,2.9438,87200
-119.05,35.34,17,4.0529,106200
-119.07,35.35,24,2.4123,86200
-119.07,35.34,16,4.8839,134100
-119.12,35.33,4,5.1036,103400
-119.1,35.35,5,4.0327,131000
-119.08,35.34,18,10.5941,245800
-119.08,35.35,20,7.1837,176300
-119.09,35.35,14,8.5325,224100
-119.08,35.34,16,5.4449,118500
-119.08,35.34,15,4.1528,130100
-119.1,35.33,4,6.759,170300
-119.08,35.32,8,5.0012,106300
-119.09,35.33,9,4.997,142900
-119.06,35.32,15,3.569,70700
-119.07,35.33,13,3.406,100700
-119.06,35.33,14,3.8117,82800
-119.02,35.34,34,3.4286,71400
-119.02,35.33,26,2.1553,84700
-119.03,35.33,21,2.7083,84700
-119.03,35.34,34,3.0486,68500
-119.01,35.34,36,1.5625,46700
-119.01,35.33,42,1.5429,39400
-119,35.33,35,1.9417,53800
-119.01,35.33,32,2.4234,63700
-119.02,35.33,35,2.75,65800
-119.02,35.34,35,1.5357,56500
-118.99,35.32,35,1.6575,59500
-118.99,35.3,33,2.9402,56200
-119,35.31,37,1.6522,53300
-119.09,35.3,3,3.6852,109800
-119.04,35.32,20,1.2,50000
-119.05,35.32,11,3.4827,93600
-119.04,35.31,11,4.1957,92700
-119.03,35.32,12,2.5575,100200
-119.02,35.32,14,3.3529,82600
-119.05,35.3,9,4.0631,88200
-119.03,35.3,10,4.1484,102900
-119.02,35.3,10,3.6369,81600
-119.01,35.32,23,2.596,70000
-119.01,35.31,19,2.1006,74800
-119.01,35.3,7,3.9054,80900
-119.07,35.27,25,2.5804,97900
-119.13,35.22,5,5.1457,118200
-119.01,35.24,6,3.125,65000
-119.01,35.28,10,2.7659,77500
-118.99,35.24,40,2.35,91700
-118.99,35.27,32,1.1528,150000
-118.93,34.82,24,3.5,113900
-118.95,34.83,18,2.9891,116500
-118.95,34.81,30,3.1364,123500
-119.15,34.83,6,4.5724,168400
-119.16,34.95,14,3.0882,148200
-118.93,34.82,8,4.0332,128300
-119.4,35.06,21,2.9187,52100
-119.45,35.07,45,2.6389,30000
-119.42,35.19,26,4.15,68200
-119.5,35.27,23,3.0742,57900
-119.48,35.17,36,3.125,37500
-119.45,35.16,34,2.3912,52900
-119.46,35.17,40,2.8323,50800
-119.46,35.14,30,2.5313,45800
-119.47,35.14,19,3.9929,88300
-119.45,35.15,33,3.1592,75400
-119.45,35.13,34,2.3013,26600
-119.46,35.13,46,2.1955,26900
-119.47,35.13,44,2.9952,63800
-119.47,35.4,32,1.9718,69800
-119.42,35.4,24,2.8452,104700
-119.12,35.41,12,4.4561,96900
-119.11,35.39,22,3.25,88900
-119.12,35.39,13,4.5903,94300
-119.19,35.41,12,4.4125,149000
-119.2,35.37,6,5.3119,157300
-119.12,35.38,18,4.4196,121000
-119.11,35.38,37,2.9453,82800
-119.12,35.37,13,4.8266,146200
-119.18,35.5,36,2.1635,110400
-119.28,35.52,36,2.2321,37500
-119.27,35.49,39,2.3533,65400
-119.26,35.5,38,4.2375,78600
-119.27,35.5,34,2.8269,61100
-119.27,35.51,28,3.2279,95800
-119.28,35.5,34,2.4044,65800
-119.28,35.5,28,1.6944,58600
-119.27,35.5,21,1.7105,52100
-119.38,35.49,34,2.2071,64600
-119.34,35.6,16,2.4961,58800
-119.36,35.55,29,2.7,125000
-119.35,35.58,13,1.1903,63200
-119.34,35.59,33,2.3934,71900
-119.34,35.6,33,1.9362,59000
-119.33,35.6,32,1.4619,60500
-119.35,35.59,14,3.176,71800
-119.33,35.59,20,1.7868,54100
-119.69,35.62,18,2.1186,47500
-119.77,35.65,21,2.6066,80000
-119.14,35.76,30,2.5625,156300
-119.29,35.76,15,2.1295,59800
-119.19,35.64,29,2.6726,83300
-119.24,35.68,21,2.5208,58500
-119.22,35.68,16,1.8843,55200
-119.24,35.67,32,2.0025,54700
-119.25,35.78,27,2.7411,59800
-119.25,35.77,35,1.6786,56500
-119.25,35.76,36,1.6045,57300
-119.25,35.75,36,1.517,52100
-119.25,35.79,8,1.7418,62200
-119.25,35.78,35,2.2981,69900
-119.23,35.78,8,2.1806,67200
-119.23,35.79,31,2.3125,62100
-119.24,35.77,28,1.7813,67800
-119.23,35.77,36,2.4044,72500
-119.23,35.74,16,2.033,68400
-119.23,35.77,26,4.1917,84000
-118.92,35.47,6,6.2885,216400
-119.01,35.44,20,2.5806,82500
-118.93,35.44,13,6.1563,204200
-118.31,35.74,18,1.8419,92300
-118.06,35.68,15,2.25,67500
-118.44,35.75,23,2.6288,96000
-118.47,35.72,18,2.0694,81200
-118.5,35.7,18,1.5957,101400
-118.59,35.72,28,1.4205,90000
-118.87,35.65,33,3.4792,94600
-118.23,35.48,17,1.8369,59400
-118.33,35.64,15,1.5667,72500
-118.41,35.63,15,2.3125,96900
-118.45,35.62,18,1.4141,75800
-118.47,35.64,17,1.3023,68500
-118.48,35.61,17,1.6236,67300
-118.45,35.58,16,1.8819,69700
-118.61,35.47,13,2.5474,78400
-117.73,35.73,35,3.625,55000
-117.66,35.63,33,2.0441,42100
-117.67,35.65,18,2.8,72000
-117.68,35.65,15,3.3269,81900
-117.69,35.65,5,4.0167,87500
-117.7,35.64,8,5.8625,109400
-117.68,35.64,15,5.2043,95700
-117.67,35.64,6,6.1935,115700
-117.67,35.63,32,3.0687,63500
-117.68,35.63,18,6.0653,105300
-117.69,35.63,5,5.5773,109000
-117.7,35.62,18,3.5931,71900
-117.68,35.61,9,3.5988,84500
-117.68,35.6,12,6.0532,102800
-117.7,35.6,16,3.858,70200
-117.68,35.62,30,2.1458,52400
-117.64,35.61,10,4.25,83200
-117.66,35.62,11,4.15,85700
-117.66,35.61,5,4.8494,87200
-117.66,35.6,14,2.5812,91700
-117.76,35.63,12,3.9261,101300
-117.68,35.55,9,5.5551,142500
-117.81,35.65,19,1.8984,54300
-117.87,35.73,13,4.1518,91800
-117.84,35.54,11,5.0762,98000
-117.74,35.65,15,3.1755,81700
-117.84,35.35,28,1.9962,50800
-118,35.05,21,3.4015,86500
-117.82,35.03,30,3.3693,71800
-117.76,35.22,4,1.625,275000
-117.79,35.21,4,2.375,137500
-118.01,35.12,15,3.3889,68500
-117.98,35.13,5,3.5391,81900
-117.95,35.13,4,4.25,104400
-117.95,35.08,1,4.875,141700
-117.98,35.1,4,4.5724,84500
-117.99,35.16,15,2.875,87800
-118.27,34.92,20,2.9583,91700
-118.34,34.86,11,2.8097,130000
-117.68,35.03,28,3.4338,54900
-117.68,34.99,33,4.2292,64400
-117.65,35,36,1.9107,39800
-118.15,34.86,10,2.6149,83500
-118.17,34.87,9,3.0184,87900
-118.19,34.87,2,5.0553,111100
-118.17,34.86,21,2.7361,83300
-118.15,35.06,15,2.0441,73300
-118.16,35.05,44,2.5875,68900
-118.19,35.05,14,3.7452,83200
-118.15,35.04,29,2.16,56800
-118.51,35.16,7,4.625,136800
-118.66,35.2,7,4.0581,162900
-118.34,35.27,10,2.3917,79000
-118.48,35.14,4,3.6949,115800
-118.61,35.08,6,3.4911,137200
-118.61,34.99,11,3.8917,120800
-118.46,35.13,19,2.6417,94900
-118.46,35.12,16,3.2405,85500
-118.43,35.12,8,3.2632,99800
-118.44,35.13,34,1.7917,80000
-118.44,35.13,21,1.8636,67900
-118.91,35.3,28,2.7845,82200
-118.95,35.26,24,4,94500
-118.83,35.27,33,2.6302,81300
-118.92,35.13,29,1.9236,106300
-118.85,35.23,26,1.7656,68000
-118.82,35.23,31,1.9688,53900
-118.83,35.2,17,2.1357,53500
-118.82,35.2,34,2.1136,57300
-118.85,35.2,17,1.9907,51200
-118.91,35.27,29,2.0921,61400
-118.9,35.26,31,1.9066,54600
-118.92,35.26,20,2.0174,63700
-118.91,35.24,29,1.7716,45500
-119.69,36.41,38,2.2885,75000
-119.57,36.44,30,3.4926,94200
-119.55,36.37,26,3.0375,126300
-119.69,36.38,25,3.3214,103100
-119.78,36.37,41,3.1406,100000
-119.83,36.37,25,2.7159,101400
-119.87,36.34,26,2.9167,83900
-119.93,36.32,25,2.0285,106300
-119.79,36.32,19,3.0667,75800
-119.77,36.32,14,3.9926,92500
-119.78,36.31,14,3.1667,126400
-119.77,36.31,14,2.6218,69100
-119.79,36.31,25,2.2937,72300
-119.77,36.3,24,2.1038,62000
-119.78,36.3,30,2.1681,66600
-119.79,36.3,16,4.3438,93100
-119.79,36.29,6,4.2917,104200
-119.82,36.32,18,2.0673,87500
-119.78,36.33,16,3.2386,112500
-119.78,36.27,29,4.5714,100800
-119.8,36.29,7,5.1728,107500
-119.81,36.28,24,3.1071,56100
-119.72,36.34,33,3.2019,112500
-119.72,36.32,40,2.2721,52600
-119.7,36.32,40,2.6477,43500
-119.73,36.31,20,2.8281,60200
-119.7,36.3,10,2.2895,62000
-119.67,36.35,10,4.9432,118800
-119.65,36.37,4,3.5486,148000
-119.65,36.35,21,4.3911,107900
-119.65,36.35,38,2.8788,85500
-119.66,36.35,15,3.1094,91900
-119.64,36.36,13,5.2134,97400
-119.64,36.35,23,3.8108,90400
-119.63,36.35,4,4.2396,90600
-119.62,36.35,10,2.6145,80300
-119.64,36.35,30,2.8125,70200
-119.63,36.34,26,3.5536,71400
-119.63,36.33,14,1.8385,67500
-119.61,36.33,32,3.0139,61500
-119.63,36.32,36,2.2333,61000
-119.66,36.34,32,2.6397,59700
-119.65,36.34,46,1.8529,67200
-119.65,36.34,47,3.0846,76100
-119.64,36.34,32,1.8606,56700
-119.64,36.33,41,1.4524,51700
-119.65,36.33,52,2.3523,59100
-119.65,36.33,47,1.3882,53800
-119.68,36.32,26,1.7596,120800
-119.67,36.33,19,2.9375,81700
-119.66,36.33,16,4.0909,92800
-119.66,36.33,10,1.4194,58100
-119.66,36.32,24,2.3256,56800
-119.68,36.32,28,2.5833,54400
-119.68,36.31,12,2.9936,60600
-119.66,36.3,18,3.3681,70500
-119.65,36.32,11,1.5433,50400
-119.64,36.32,32,1.3569,43100
-119.65,36.3,28,2.3466,53400
-119.64,36.31,27,1.5909,50100
-119.61,36.31,25,1.8839,46300
-119.57,36.27,20,2.625,97400
-119.69,36.25,35,2.395,94100
-119.63,36.18,23,2.4286,100000
-119.59,36.11,32,2.25,50000
-119.57,36.09,6,2.3889,53200
-119.58,36.1,21,1.3967,46500
-119.56,36.1,29,1.5313,43800
-119.56,36.1,25,2.13,50800
-119.56,36.09,35,3.2847,64700
-119.56,36.09,14,1.85,52300
-119.56,36.08,37,1.6607,42100
-119.58,36.11,21,2.2169,61600
-119.57,36.1,16,1.5727,54800
-119.57,36.1,36,3.5313,68800
-119.57,36.1,37,2.0595,60700
-119.74,36.15,21,2.4688,61300
-119.9,36.2,43,1.875,137500
-119.82,36.19,33,2.0221,52200
-119.99,36.09,23,0.4999,100000
-119.96,35.99,25,2.0976,47700
-119.8,36.02,20,3.05,225000
-120.14,36.04,27,2.9708,60900
-120.12,36.01,18,2.2167,48500
-120.14,36,33,2.0335,43900
-120.12,35.99,7,2.25,56200
-120.13,35.87,26,2.375,71300
-120,35.91,16,3.125,62500
-122.89,39.42,16,0.4999,73500
-122.9,39.23,39,3.9519,98900
-122.91,39.18,43,2.0208,72500
-122.91,39.17,44,4.35,68300
-122.9,39.17,45,2.575,73600
-122.88,39.14,20,2.2188,106300
-123.07,39.12,24,3.8333,92600
-122.95,39.13,17,3.25,137500
-122.89,39.11,10,2.2551,71100
-122.9,39.09,15,1.9141,143200
-122.92,39.08,24,4,166300
-122.94,39.1,18,2.8906,140600
-122.99,39.02,14,3.45,164100
-122.91,39.07,21,2.4423,102300
-122.91,39.06,21,1.939,100300
-122.92,39.05,16,3.5652,119000
-122.91,39.05,20,3.2216,93500
-122.92,39.05,38,2.5457,80700
-122.91,39.05,27,3.7667,95000
-122.91,39.03,14,1.3532,95800
-122.7,39.14,13,3.3929,108300
-122.87,39.13,15,1.6369,86500
-122.86,39.08,24,2.0417,78800
-122.83,39.09,26,1.4679,94700
-122.79,39.09,20,1.625,66800
-122.8,39.08,17,1.4676,65000
-122.79,39.08,23,1.5208,89000
-122.78,39.05,15,2.6181,108900
-122.53,39.09,11,1.3,69700
-122.69,39.04,9,2.7639,112500
-122.73,39.04,23,1.9833,111500
-122.69,39.02,27,2.1094,72400
-122.66,39.03,27,1.165,53300
-122.66,39.02,16,1.7446,109400
-122.7,39,18,2.3125,162500
-122.7,38.99,18,2.3558,134700
-122.65,38.99,16,1.8571,75900
-122.52,38.99,16,1.6607,77800
-122.68,38.98,27,2.1838,109700
-122.65,38.97,32,1.1912,60000
-122.63,38.96,17,1.75,64000
-122.62,38.95,19,1.6865,58800
-122.62,38.94,14,2.3179,57500
-122.61,38.93,14,4.3897,71300
-122.6,38.93,16,1.4767,62000
-122.62,38.96,16,2.0577,69000
-122.63,38.96,20,2.3083,60200
-122.65,38.96,27,1.6769,63200
-122.64,38.96,29,1.7273,58200
-122.64,38.95,28,1.2029,68900
-122.63,38.95,11,1.7083,77300
-122.63,38.94,25,1.7566,49000
-122.63,38.94,18,1.125,81800
-122.62,38.94,13,1.5455,55000
-122.7,38.97,17,3.2375,114200
-122.75,39.01,17,3.4187,200500
-122.79,39.02,23,1.8833,96900
-122.78,38.97,11,3.0466,97300
-122.69,38.94,9,3.125,93400
-122.71,38.91,20,1.375,55000
-122.86,39.05,20,2.5326,136800
-122.85,39,20,1.8704,88500
-122.83,38.99,15,1.6833,113900
-122.83,38.98,17,1.6164,77800
-122.84,38.98,21,1.7196,75000
-122.92,38.97,20,2.9934,134200
-122.89,38.93,20,2.7188,105700
-122.83,38.96,15,1.8692,93800
-122.77,38.92,26,4.0119,119400
-122.83,38.89,11,3.4514,100000
-122.72,38.88,29,1.9906,96600
-122.74,38.83,12,3.3531,90800
-122.48,38.9,10,2.1964,112500
-122.59,38.92,15,2.1953,75000
-122.6,38.9,23,2.9583,91700
-122.62,38.92,13,1.8417,84700
-122.65,38.92,30,4.125,112500
-122.64,38.87,16,1.5739,73500
-122.5,38.82,12,2.5625,109200
-122.51,38.76,9,4.0435,132600
-122.55,38.81,7,3.8831,132100
-122.59,38.78,15,3.375,103100
-122.66,38.81,22,3.4375,83300
-122.68,38.76,29,2.3125,67900
-122.62,38.73,21,2.1474,85300
-122.64,38.71,20,2.625,89600
-122.52,38.7,26,0.536,87500
-121.11,41.07,26,2.7188,48100
-120.96,41.12,29,2.5,59200
-121.07,40.85,17,3.6641,80800
-120.38,40.98,27,1.6833,40000
-120.35,40.63,33,3.625,200000
-120.77,40.65,11,1.7214,118300
-121.02,40.51,17,3.3036,78300
-120.96,40.28,19,2.5,64100
-121.03,40.35,52,2.1833,49500
-120.67,40.5,15,3.5962,85900
-120.57,40.43,15,2.6902,71500
-120.66,40.42,35,2.5074,66400
-120.65,40.42,39,2.1875,64300
-120.66,40.41,52,2.2992,70200
-120.64,40.41,50,1.5066,59300
-120.71,40.36,19,3.5536,105700
-120.58,40.37,16,2.2661,61800
-120.42,40.38,26,2.4757,85600
-120.36,40.45,19,1.7333,70000
-120.51,40.41,36,5.5179,67500
-120.54,40.29,17,3.4028,91000
-120.49,40.31,16,3.4643,85100
-120.37,40.17,21,2.1198,73500
-120.2,40.26,26,2.6765,47600
-120.09,39.92,19,1.7267,60700
-118.27,34.27,27,6.1946,276100
-118.28,34.26,32,4.9833,213000
-118.29,34.26,33,4.008,191100
-118.3,34.26,37,3.5568,184500
-118.3,34.26,42,4.81,191900
-118.28,34.25,35,3.5214,197600
-118.28,34.25,29,2.6036,162100
-118.29,34.25,19,2.4727,175000
-118.29,34.25,8,3.0795,161500
-118.27,34.25,37,5.0234,257600
-118.27,34.25,35,4.4485,261900
-118.27,34.24,30,6.3688,277600
-118.27,34.25,35,4.6635,230100
-118.27,34.25,39,4.4375,195800
-118.28,34.24,32,4.45,263600
-118.28,34.24,29,5.6184,316900
-118.3,34.25,36,3.1523,176700
-118.33,34.24,31,4.2639,293300
-118.35,34.22,19,5.997,228700
-118.35,34.22,30,4.1302,258300
-118.35,34.21,39,3.275,181400
-118.35,34.21,42,3.75,172600
-118.31,34.28,34,5.1145,219900
-118.31,34.27,35,6.0808,215600
-118.3,34.26,43,3.599,176500
-118.3,34.26,40,4.1964,185900
-118.31,34.26,38,4.2685,189600
-118.31,34.26,41,3.0583,160300
-118.31,34.26,34,4.1339,187300
-118.32,34.26,32,4.4875,222700
-118.35,34.28,30,4.6944,248200
-118.33,34.27,29,3.1349,230200
-118.35,34.27,32,6.2037,205400
-118.34,34.26,37,5.2661,314900
-118.35,34.25,34,6.1464,354400
-118.36,34.26,34,6.838,378000
-118.3,34.26,28,3.1607,200600
-118.3,34.25,44,4.5833,197300
-118.31,34.26,37,5.76,239400
-118.31,34.26,36,3.8,217100
-118.32,34.26,24,4.4375,191500
-118.39,34.28,24,4.4818,166200
-118.38,34.28,22,4.7932,166300
-118.4,34.28,16,3.3304,154900
-118.38,34.27,8,2.8214,158300
-118.41,34.29,35,3.35,147600
-118.41,34.29,32,4.2969,145800
-118.42,34.28,29,4.125,150000
-118.41,34.28,32,3.7566,146700
-118.4,34.28,22,2.6652,164800
-118.42,34.28,35,3.2865,133300
-118.42,34.28,34,2.8,144300
-118.42,34.27,33,1.6295,134300
-118.42,34.27,33,3.3214,131300
-118.42,34.27,35,2.6667,147800
-118.43,34.28,30,3.0132,142600
-118.43,34.27,31,4.2353,156800
-118.43,34.27,36,3.024,148000
-118.42,34.27,37,3.225,147500
-118.43,34.26,30,3.5104,140900
-118.43,34.26,37,3.2583,147200
-118.44,34.27,35,3.4,139600
-118.43,34.26,43,2.9519,140900
-118.42,34.25,37,3.6791,148100
-118.43,34.25,35,2.9205,143100
-118.42,34.26,26,2.1062,136400
-118.41,34.26,38,2.5313,136100
-118.42,34.26,36,3.4519,143300
-118.42,34.26,37,3.9,138600
-118.41,34.27,38,2.9219,137900
-118.42,34.27,35,1.4867,124000
-118.4,34.26,13,4.2538,154300
-118.4,34.25,13,2.2019,134200
-118.41,34.25,19,1.95,137500
-118.41,34.25,33,2.6429,143100
-118.41,34.25,36,3.6016,153800
-118.41,34.25,18,3.2284,157100
-118.42,34.24,17,2.525,163700
-118.42,34.25,36,3.6292,145200
-118.43,34.32,34,4.233,157400
-118.43,34.33,18,5.901,235600
-118.44,34.32,14,4.1724,211600
-118.42,34.31,19,3.9583,163200
-118.42,34.3,29,3.6548,180300
-118.41,34.32,18,5.2987,203400
-118.41,34.3,28,5.1668,187400
-118.42,34.32,30,4.3409,156000
-118.44,34.31,14,4.0301,154300
-118.44,34.31,22,2.7472,160100
-118.44,34.3,38,3.4,155500
-118.45,34.31,9,4.0556,182500
-118.45,34.32,23,4.26,189400
-118.46,34.32,10,4.1514,194100
-118.45,34.31,28,4.4773,173100
-118.46,34.3,32,4.0337,158500
-118.46,34.31,24,4.2708,218200
-118.47,34.32,13,4.8988,325200
-118.48,34.33,9,6.0891,270100
-118.48,34.31,31,3,172400
-118.47,34.3,16,3.6736,192200
-118.46,34.29,24,3.0526,183300
-118.47,34.29,18,4.2935,190000
-118.49,34.29,26,9.2873,431800
-118.49,34.28,27,6.8695,319400
-118.49,34.28,31,6.6458,285500
-118.49,34.31,25,7.0598,356300
-118.52,34.32,18,8.1248,374000
-118.51,34.3,24,7.5078,344000
-118.51,34.28,29,6.3911,301700
-118.51,34.29,29,6.4171,319300
-118.52,34.29,28,7.7464,474600
-118.52,34.3,17,8.8467,450700
-118.45,34.3,27,4.3047,152100
-118.45,34.3,35,3.4812,160200
-118.54,34.28,18,6.7248,377200
-118.55,34.28,16,8.1125,428600
-118.54,34.28,10,10.8805,500001
-118.54,34.3,22,8.2159,376200
-118.57,34.29,4,7.0808,341200
-118.45,34.28,38,3.5714,152000
-118.46,34.28,23,5.5931,217600
-118.47,34.27,33,5.1408,222900
-118.48,34.28,35,5.3107,227100
-118.48,34.28,35,5.5608,226700
-118.47,34.27,17,2.7353,192400
-118.47,34.27,35,5.741,220600
-118.48,34.27,34,4.9323,223700
-118.48,34.27,33,4.9955,216800
-118.45,34.27,33,3.705,185800
-118.45,34.27,35,5.1296,195900
-118.46,34.27,30,4.8015,179700
-118.46,34.27,28,2.6193,172300
-118.44,34.27,36,3.5347,158100
-118.44,34.27,29,3.3603,142400
-118.45,34.26,35,4.8359,195600
-118.45,34.25,36,4.3839,204600
-118.45,34.26,35,4.175,209600
-118.46,34.26,33,5.0947,210300
-118.46,34.26,36,4.9485,217100
-118.46,34.25,33,4.2143,224200
-118.46,34.25,32,3.6989,208600
-118.47,34.26,34,3.8875,199200
-118.47,34.26,35,5.5792,218400
-118.48,34.26,36,5.749,238000
-118.49,34.26,27,4.6591,239900
-118.47,34.25,34,4.1492,195700
-118.48,34.25,36,5.1619,195300
-118.48,34.25,35,4.9688,216900
-118.48,34.25,35,5.1068,223300
-118.49,34.25,33,4.3333,232900
-118.49,34.27,34,5.5714,225900
-118.49,34.27,33,4.58,236200
-118.5,34.27,35,4.869,221600
-118.51,34.28,34,5.4065,243800
-118.52,34.28,33,7.8193,379600
-118.51,34.27,34,4.055,222500
-118.51,34.27,36,4.1042,252100
-118.52,34.27,36,5.5649,271200
-118.53,34.27,32,5.3847,329200
-118.53,34.26,18,8.176,308400
-118.54,34.26,22,5.6912,311800
-118.54,34.27,28,6.7415,348200
-118.53,34.27,33,5.634,320500
-118.54,34.26,23,10.9052,500001
-118.55,34.26,21,8.203,445400
-118.55,34.27,25,8.1356,352800
-118.5,34.26,33,4.8316,237300
-118.52,34.26,21,3.7816,254200
-118.51,34.26,29,5.5433,332500
-118.52,34.25,11,4.6625,290900
-118.49,34.26,25,3.5497,261300
-118.49,34.25,28,5,258000
-118.57,34.27,20,9.6047,500001
-118.59,34.26,20,7.167,357100
-118.61,34.24,17,6.0137,375900
-118.63,34.24,9,4.8333,277200
-118.62,34.26,15,6.3249,262100
-118.6,34.26,18,5.6392,271500
-118.61,34.25,16,5.5111,276600
-118.63,34.22,18,6.5146,277600
-118.64,34.22,25,6.8643,333700
-118.66,34.23,18,6.1288,350000
-118.61,34.23,26,6.1419,327300
-118.61,34.22,24,7.3252,333700
-118.6,34.23,19,3.2564,230300
-118.59,34.23,17,3.0347,254500
-118.56,34.25,31,8.565,500001
-118.56,34.24,23,8.1714,500001
-118.57,34.25,34,5.6149,273100
-118.58,34.24,26,3.2426,236900
-118.59,34.25,15,3.6231,193300
-118.57,34.25,20,8.7471,419900
-118.58,34.25,23,5.521,280800
-118.56,34.23,36,5.5126,248400
-118.56,34.23,36,4.6944,221800
-118.57,34.23,22,4.9676,221900
-118.58,34.23,29,4.1023,230200
